,timestamp,stored,actor,verb,object,result
1180,2023-05-09 06:24:06.245000+00:00,2023-05-09T06:24:06.245Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1179,2023-05-09 06:24:08.940000+00:00,2023-05-09T06:24:08.940Z,Android104,Placed,Earth,"{""score"":{""raw"":0}}"
1178,2023-05-09 06:24:09.896000+00:00,2023-05-09T06:24:09.896Z,Tablet102,Placed,Earth,"{""score"":{""raw"":0}}"
1177,2023-05-09 06:24:10.463000+00:00,2023-05-09T06:24:10.463Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1176,2023-05-09 06:24:10.931000+00:00,2023-05-09T06:24:10.931Z,iphone102,Placed,Earth,"{""score"":{""raw"":0}}"
1175,2023-05-09 06:24:13.820000+00:00,2023-05-09T06:24:13.820Z,Android101,Placed,Earth,"{""score"":{""raw"":0}}"
1174,2023-05-09 06:24:15.016000+00:00,2023-05-09T06:24:15.016Z,AR4Education,Placed,Earth,"{""score"":{""raw"":0}}"
1173,2023-05-09 06:24:17.480000+00:00,2023-05-09T06:24:17.480Z,Tablet101,Placed,Earth,"{""score"":{""raw"":0}}"
1172,2023-05-09 06:24:20.613000+00:00,2023-05-09T06:24:20.613Z,Android104,Placed,Earth,"{""score"":{""raw"":0}}"
1171,2023-05-09 06:24:21.785000+00:00,2023-05-09T06:24:21.785Z,Tablet102,Placed,Earth,"{""score"":{""raw"":0}}"
1170,2023-05-09 06:24:25.152000+00:00,2023-05-09T06:24:25.152Z,iphone102,Swiped,Left,"{""score"":{""raw"":0}}"
1169,2023-05-09 06:24:30.852000+00:00,2023-05-09T06:24:30.852Z,Tablet101,Placed,Earth,"{""score"":{""raw"":0}}"
1168,2023-05-09 06:24:33.217000+00:00,2023-05-09T06:24:33.217Z,AR4Education,Placed,Earth,"{""score"":{""raw"":0}}"
1167,2023-05-09 06:24:37.249000+00:00,2023-05-09T06:24:37.249Z,pc010,Logged In,Deusto,
1166,2023-05-09 06:24:47.882000+00:00,2023-05-09T06:24:47.882Z,Android104,Placed,Earth,"{""score"":{""raw"":0}}"
1165,2023-05-09 06:25:07.515000+00:00,2023-05-09T06:25:07.515Z,Teacher,Started,small-countries,
1164,2023-05-09 06:25:07.544000+00:00,2023-05-09T06:25:07.544Z,Teacher,Asked,0/0,
1163,2023-05-09 06:25:15.432000+00:00,2023-05-09T06:25:15.432Z,Teacher,Set Turn,Android102,
1162,2023-05-09 06:25:15.597000+00:00,2023-05-09T06:25:15.597Z,Android102,Accepted,0,"{""score"":{""raw"":0}}"
1161,2023-05-09 06:25:20.353000+00:00,2023-05-09T06:25:20.353Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1160,2023-05-09 06:25:22.038000+00:00,2023-05-09T06:25:22.038Z,AR4Education,Swiped,Left,"{""score"":{""raw"":0}}"
1159,2023-05-09 06:25:22.153000+00:00,2023-05-09T06:25:22.153Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1158,2023-05-09 06:25:22.332000+00:00,2023-05-09T06:25:22.332Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1157,2023-05-09 06:25:23.370000+00:00,2023-05-09T06:25:23.370Z,Tablet101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1156,2023-05-09 06:25:23.907000+00:00,2023-05-09T06:25:23.907Z,pc010,Suggested,europe|OK,
1155,2023-05-09 06:25:24.224000+00:00,2023-05-09T06:25:24.224Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1154,2023-05-09 06:25:24.644000+00:00,2023-05-09T06:25:24.644Z,Android102,Swiped,Right,"{""score"":{""raw"":0}}"
1153,2023-05-09 06:25:24.766000+00:00,2023-05-09T06:25:24.766Z,iPad101,Placed,Earth,"{""score"":{""raw"":0}}"
1152,2023-05-09 06:25:24.972000+00:00,2023-05-09T06:25:24.972Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1151,2023-05-09 06:25:25.232000+00:00,2023-05-09T06:25:25.232Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1150,2023-05-09 06:25:25.637000+00:00,2023-05-09T06:25:25.637Z,AR4Education,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1149,2023-05-09 06:25:25.672000+00:00,2023-05-09T06:25:25.672Z,iphone102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1148,2023-05-09 06:25:25.697000+00:00,2023-05-09T06:25:25.697Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
1147,2023-05-09 06:25:25.878000+00:00,2023-05-09T06:25:25.878Z,iPad101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1146,2023-05-09 06:25:26.516000+00:00,2023-05-09T06:25:26.516Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1145,2023-05-09 06:25:27.173000+00:00,2023-05-09T06:25:27.173Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
1144,2023-05-09 06:25:27.223000+00:00,2023-05-09T06:25:27.223Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1143,2023-05-09 06:25:27.287000+00:00,2023-05-09T06:25:27.287Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1142,2023-05-09 06:25:30.761000+00:00,2023-05-09T06:25:30.761Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1141,2023-05-09 06:25:32.175000+00:00,2023-05-09T06:25:32.175Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1140,2023-05-09 06:25:34.055000+00:00,2023-05-09T06:25:34.055Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1139,2023-05-09 06:25:34.853000+00:00,2023-05-09T06:25:34.853Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1138,2023-05-09 06:25:38.323000+00:00,2023-05-09T06:25:38.323Z,Tablet102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1137,2023-05-09 06:25:39.394000+00:00,2023-05-09T06:25:39.394Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1136,2023-05-09 06:25:44.797000+00:00,2023-05-09T06:25:44.797Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1135,2023-05-09 06:25:45.381000+00:00,2023-05-09T06:25:45.381Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1134,2023-05-09 06:25:46.032000+00:00,2023-05-09T06:25:46.032Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1133,2023-05-09 06:25:48.724000+00:00,2023-05-09T06:25:48.724Z,Android101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1132,2023-05-09 06:25:51.632000+00:00,2023-05-09T06:25:51.632Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1131,2023-05-09 06:25:51.797000+00:00,2023-05-09T06:25:51.797Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1130,2023-05-09 06:25:52.222000+00:00,2023-05-09T06:25:52.222Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1129,2023-05-09 06:25:59.568000+00:00,2023-05-09T06:25:59.568Z,Android102,Placed,"(0.34345660992205423,_0.3549708898071032, 0.07767456833260229), (45.23, 12.74)",
1128,2023-05-09 06:26:01.843000+00:00,2023-05-09T06:26:01.843Z,Android102,Swiped,Left,"{""score"":{""raw"":0}}"
1127,2023-05-09 06:26:02.575000+00:00,2023-05-09T06:26:02.575Z,Android102,Sent,"(0.3183993697166443,_0.37873056530952454, 0.07200773805379868), (45.23, 12.74) 0",
1126,2023-05-09 06:26:02.575000+00:00,2023-05-09T06:26:02.575Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Android102"",""name"":""Earth"",""screenshot"":"""",""px"":0.3183993697166443,""py"":0.37873056530952454,""pz"":0.07200773805379868,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.7956150770187378,""ry"":-0.026701614260673523,""rz"":0.6041915416717529,""time_left"":0.3509107828140259}",
1125,2023-05-09 06:26:02.578000+00:00,2023-05-09T06:26:02.578Z,Teacher,Assigned,7.3;Android102,
1124,2023-05-09 06:26:04.643000+00:00,2023-05-09T06:26:04.643Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1123,2023-05-09 06:26:05.639000+00:00,2023-05-09T06:26:05.639Z,Teacher,Asked,0/1,
1122,2023-05-09 06:26:07.402000+00:00,2023-05-09T06:26:07.402Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1121,2023-05-09 06:26:14.071000+00:00,2023-05-09T06:26:14.071Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1120,2023-05-09 06:26:16.402000+00:00,2023-05-09T06:26:16.402Z,Android101,Accepted,1,"{""score"":{""raw"":0}}"
1119,2023-05-09 06:26:16.551000+00:00,2023-05-09T06:26:16.551Z,Teacher,Set Turn,Android101,
1118,2023-05-09 06:26:18.831000+00:00,2023-05-09T06:26:18.831Z,Tablet101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1117,2023-05-09 06:26:19.389000+00:00,2023-05-09T06:26:19.389Z,Android104,Suggested,africa|NOK,"{""score"":{""raw"":0}}"
1116,2023-05-09 06:26:19.587000+00:00,2023-05-09T06:26:19.587Z,pc010,Suggested,europe|OK,
1115,2023-05-09 06:26:20.027000+00:00,2023-05-09T06:26:20.027Z,Android101,Swiped,Left,"{""score"":{""raw"":0}}"
1114,2023-05-09 06:26:21.036000+00:00,2023-05-09T06:26:21.036Z,Android101,Swiped,Left,"{""score"":{""raw"":0}}"
1113,2023-05-09 06:26:24.006000+00:00,2023-05-09T06:26:24.006Z,iphone102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1112,2023-05-09 06:26:24.007000+00:00,2023-05-09T06:26:24.007Z,Tablet102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1111,2023-05-09 06:26:28.667000+00:00,2023-05-09T06:26:28.667Z,AR4Education,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1110,2023-05-09 06:26:28.961000+00:00,2023-05-09T06:26:28.961Z,Android101,Swiped,Left,"{""score"":{""raw"":0}}"
1109,2023-05-09 06:26:29.119000+00:00,2023-05-09T06:26:29.119Z,iPad101,Placed,Earth,"{""score"":{""raw"":0}}"
1108,2023-05-09 06:26:29.148000+00:00,2023-05-09T06:26:29.148Z,Android101,Swiped,Right,"{""score"":{""raw"":0}}"
1107,2023-05-09 06:26:30.138000+00:00,2023-05-09T06:26:30.138Z,Android101,Swiped,Left,"{""score"":{""raw"":0}}"
1106,2023-05-09 06:26:35.447000+00:00,2023-05-09T06:26:35.447Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1105,2023-05-09 06:26:38.106000+00:00,2023-05-09T06:26:38.106Z,iPad101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1104,2023-05-09 06:26:38.566000+00:00,2023-05-09T06:26:38.566Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1103,2023-05-09 06:26:39.097000+00:00,2023-05-09T06:26:39.097Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1102,2023-05-09 06:26:39.550000+00:00,2023-05-09T06:26:39.550Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1101,2023-05-09 06:26:39.721000+00:00,2023-05-09T06:26:39.721Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1100,2023-05-09 06:26:40.225000+00:00,2023-05-09T06:26:40.225Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1099,2023-05-09 06:26:40.516000+00:00,2023-05-09T06:26:40.516Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1098,2023-05-09 06:26:40.543000+00:00,2023-05-09T06:26:40.543Z,Android102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1097,2023-05-09 06:26:40.774000+00:00,2023-05-09T06:26:40.774Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1096,2023-05-09 06:26:41.237000+00:00,2023-05-09T06:26:41.237Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1095,2023-05-09 06:26:41.952000+00:00,2023-05-09T06:26:41.952Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1094,2023-05-09 06:26:42.275000+00:00,2023-05-09T06:26:42.275Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1093,2023-05-09 06:26:42.696000+00:00,2023-05-09T06:26:42.696Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1092,2023-05-09 06:26:43.138000+00:00,2023-05-09T06:26:43.138Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1091,2023-05-09 06:26:43.391000+00:00,2023-05-09T06:26:43.391Z,Android101,Placed,"(0.35963730539888705,_0.3471260876194168, 0.012821483429681342), (43.97, 2.04)",
1090,2023-05-09 06:26:45.938000+00:00,2023-05-09T06:26:45.938Z,iphone102,Suggested,,"{""score"":{""raw"":0}}"
1089,2023-05-09 06:26:46.577000+00:00,2023-05-09T06:26:46.577Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1088,2023-05-09 06:26:47.129000+00:00,2023-05-09T06:26:47.129Z,Iphone 101,Swiped,Right,"{""score"":{""raw"":0}}"
1087,2023-05-09 06:26:48.440000+00:00,2023-05-09T06:26:48.440Z,Android102,Suggested,,"{""score"":{""raw"":0}}"
1086,2023-05-09 06:26:48.565000+00:00,2023-05-09T06:26:48.565Z,iPad101,Suggested,,"{""score"":{""raw"":0}}"
1085,2023-05-09 06:26:50.515000+00:00,2023-05-09T06:26:50.515Z,Tablet101,Suggested,,"{""score"":{""raw"":0}}"
1084,2023-05-09 06:26:52.017000+00:00,2023-05-09T06:26:52.017Z,Tablet102,Suggested,,"{""score"":{""raw"":0}}"
1083,2023-05-09 06:26:55.897000+00:00,2023-05-09T06:26:55.897Z,Android104,Suggested,,"{""score"":{""raw"":0}}"
1082,2023-05-09 06:26:56.626000+00:00,2023-05-09T06:26:56.626Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1081,2023-05-09 06:27:05.334000+00:00,2023-05-09T06:27:05.334Z,pc010,Suggested,up|,
1080,2023-05-09 06:27:05.437000+00:00,2023-05-09T06:27:05.437Z,AR4Education,Suggested,,"{""score"":{""raw"":0}}"
1079,2023-05-09 06:27:09.078000+00:00,2023-05-09T06:27:09.078Z,Android101,Sent,"(0.3344929814338684,_0.37144601345062256, 0.011925059370696545), (43.97, 2.04) 14",
1078,2023-05-09 06:27:09.126000+00:00,2023-05-09T06:27:09.126Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Android101"",""name"":""Earth"",""screenshot"":"""",""px"":0.3344929814338684,""py"":0.37144601345062256,""pz"":0.011925059370696545,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.4417645037174225,""ry"":0.042566604912281036,""rz"":0.8958747386932373,""time_left"":14.216912269592285}",
1077,2023-05-09 06:27:09.166000+00:00,2023-05-09T06:27:09.166Z,Teacher,Assigned,8.15;Android101,
1076,2023-05-09 06:27:12.030000+00:00,2023-05-09T06:27:12.030Z,Teacher,Asked,0/2,
1075,2023-05-09 06:27:16.219000+00:00,2023-05-09T06:27:16.219Z,iphone102,Accepted,2,"{""score"":{""raw"":0}}"
1074,2023-05-09 06:27:16.553000+00:00,2023-05-09T06:27:16.553Z,Teacher,Set Turn,iphone102,
1073,2023-05-09 06:27:19.797000+00:00,2023-05-09T06:27:19.797Z,pc010,Suggested,europe|OK,
1072,2023-05-09 06:27:19.927000+00:00,2023-05-09T06:27:19.927Z,Tablet101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1071,2023-05-09 06:27:21.277000+00:00,2023-05-09T06:27:21.277Z,iPad101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1070,2023-05-09 06:27:22.346000+00:00,2023-05-09T06:27:22.346Z,Tablet102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1069,2023-05-09 06:27:25.254000+00:00,2023-05-09T06:27:25.254Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1068,2023-05-09 06:27:26.768000+00:00,2023-05-09T06:27:26.768Z,iphone102,Swiped,Left,"{""score"":{""raw"":0}}"
1067,2023-05-09 06:27:27.217000+00:00,2023-05-09T06:27:27.217Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1066,2023-05-09 06:27:27.627000+00:00,2023-05-09T06:27:27.627Z,iphone102,Swiped,Left,"{""score"":{""raw"":0}}"
1065,2023-05-09 06:27:28.089000+00:00,2023-05-09T06:27:28.089Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1064,2023-05-09 06:27:28.766000+00:00,2023-05-09T06:27:28.766Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1063,2023-05-09 06:27:32.850000+00:00,2023-05-09T06:27:32.850Z,Android104,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1062,2023-05-09 06:27:33.654000+00:00,2023-05-09T06:27:33.654Z,AR4Education,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1061,2023-05-09 06:27:34.677000+00:00,2023-05-09T06:27:34.677Z,Android102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1060,2023-05-09 06:27:37.183000+00:00,2023-05-09T06:27:37.183Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1059,2023-05-09 06:27:37.578000+00:00,2023-05-09T06:27:37.578Z,Iphone 101,Swiped,Left,"{""score"":{""raw"":0}}"
1058,2023-05-09 06:27:43.283000+00:00,2023-05-09T06:27:43.283Z,Android101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1057,2023-05-09 06:27:56.612000+00:00,2023-05-09T06:27:56.612Z,iphone102,Ran Out,2,"{""score"":{""raw"":0}}"
1056,2023-05-09 06:27:56.987000+00:00,2023-05-09T06:27:56.987Z,Teacher,Asked,0/2,
1055,2023-05-09 06:28:01.882000+00:00,2023-05-09T06:28:01.882Z,Android104,Accepted,2,"{""score"":{""raw"":0}}"
1054,2023-05-09 06:28:02.090000+00:00,2023-05-09T06:28:02.090Z,Teacher,Set Turn,Android104,
1053,2023-05-09 06:28:03.523000+00:00,2023-05-09T06:28:03.523Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1052,2023-05-09 06:28:04.208000+00:00,2023-05-09T06:28:04.208Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1051,2023-05-09 06:28:06.948000+00:00,2023-05-09T06:28:06.948Z,Tablet101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1050,2023-05-09 06:28:08.663000+00:00,2023-05-09T06:28:08.663Z,iphone102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1049,2023-05-09 06:28:08.940000+00:00,2023-05-09T06:28:08.940Z,iPad101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1048,2023-05-09 06:28:09.457000+00:00,2023-05-09T06:28:09.457Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1047,2023-05-09 06:28:09.636000+00:00,2023-05-09T06:28:09.636Z,Android104,Swiped,Right,"{""score"":{""raw"":0}}"
1046,2023-05-09 06:28:10.859000+00:00,2023-05-09T06:28:10.859Z,Android101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1045,2023-05-09 06:28:11.249000+00:00,2023-05-09T06:28:11.249Z,pc010,Suggested,europe|OK,
1044,2023-05-09 06:28:12.022000+00:00,2023-05-09T06:28:12.022Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1043,2023-05-09 06:28:16.404000+00:00,2023-05-09T06:28:16.404Z,Tablet102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1042,2023-05-09 06:28:18.706000+00:00,2023-05-09T06:28:18.706Z,AR4Education,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1041,2023-05-09 06:28:23.110000+00:00,2023-05-09T06:28:23.110Z,Android102,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1040,2023-05-09 06:28:28.731000+00:00,2023-05-09T06:28:28.731Z,Android104,Placed,"(0.3709248296949235,_0.3181215526161229, 0.10589375668143143), (39.51, 15.93)",
1039,2023-05-09 06:28:30.417000+00:00,2023-05-09T06:28:30.417Z,Android104,Canceled,"(0.3709248296949235,_0.3181215526161229, 0.10589375668143143), (39.51, 15.93)",
1038,2023-05-09 06:28:43.548000+00:00,2023-05-09T06:28:43.548Z,Android104,Placed,"(0.31877600431940945,_0.37786412509471695, 0.07483677934814771), (49.09, 13.21)",
1036,2023-05-09 06:28:45.429000+00:00,2023-05-09T06:28:45.429Z,Android104,Sent,"(0.2844228446483612,_0.4057648777961731, 0.06677193194627762), (49.09, 13.21) 6",
1037,2023-05-09 06:28:45.429000+00:00,2023-05-09T06:28:45.429Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Android104"",""name"":""Earth"",""screenshot"":"""",""px"":0.2844228446483612,""py"":0.4057648777961731,""pz"":0.06677193194627762,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.741174042224884,""ry"":-0.15569625794887543,""rz"":0.6264910101890564,""time_left"":5.894761562347412}",
1035,2023-05-09 06:28:45.544000+00:00,2023-05-09T06:28:45.544Z,Teacher,Assigned,7.3;Android104,
1034,2023-05-09 06:28:48.474000+00:00,2023-05-09T06:28:48.474Z,Teacher,Asked,0/3,
1033,2023-05-09 06:28:55.913000+00:00,2023-05-09T06:28:55.913Z,AR4Education,Accepted,3,"{""score"":{""raw"":0}}"
1032,2023-05-09 06:28:56.277000+00:00,2023-05-09T06:28:56.277Z,Teacher,Set Turn,AR4Education,
1031,2023-05-09 06:28:58.231000+00:00,2023-05-09T06:28:58.231Z,AR4Education,Swiped,Left,"{""score"":{""raw"":0}}"
1030,2023-05-09 06:28:58.699000+00:00,2023-05-09T06:28:58.699Z,iphone102,Suggested,africa|NOK,"{""score"":{""raw"":0}}"
1029,2023-05-09 06:28:59.126000+00:00,2023-05-09T06:28:59.126Z,Tablet101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1028,2023-05-09 06:28:59.716000+00:00,2023-05-09T06:28:59.716Z,AR4Education,Swiped,Left,"{""score"":{""raw"":0}}"
1027,2023-05-09 06:29:00.466000+00:00,2023-05-09T06:29:00.466Z,AR4Education,Swiped,Left,"{""score"":{""raw"":0}}"
1026,2023-05-09 06:29:00.731000+00:00,2023-05-09T06:29:00.731Z,iPad101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1025,2023-05-09 06:29:01.684000+00:00,2023-05-09T06:29:01.684Z,Tablet102,Suggested,antarctica|NOK,"{""score"":{""raw"":0}}"
1024,2023-05-09 06:29:02.154000+00:00,2023-05-09T06:29:02.154Z,Android102,Swiped,Right,"{""score"":{""raw"":0}}"
1023,2023-05-09 06:29:02.334000+00:00,2023-05-09T06:29:02.334Z,Android102,Suggested,africa|NOK,"{""score"":{""raw"":0}}"
1022,2023-05-09 06:29:04.917000+00:00,2023-05-09T06:29:04.917Z,pc010,Suggested,europe|OK,
1021,2023-05-09 06:29:06.827000+00:00,2023-05-09T06:29:06.827Z,Android101,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1020,2023-05-09 06:29:13.286000+00:00,2023-05-09T06:29:13.286Z,AR4Education,Placed,"(0.37308528973215666,_0.3246138613542621, 0.07371041959161291), (40.48, 11.18)",
1019,2023-05-09 06:29:14.217000+00:00,2023-05-09T06:29:14.217Z,Android104,Suggested,europe|OK,"{""score"":{""raw"":0}}"
1018,2023-05-09 06:29:16.638000+00:00,2023-05-09T06:29:16.638Z,iPad101,Suggested,,"{""score"":{""raw"":0}}"
1017,2023-05-09 06:29:18.930000+00:00,2023-05-09T06:29:18.930Z,Tablet101,Suggested,,"{""score"":{""raw"":0}}"
1016,2023-05-09 06:29:21.637000+00:00,2023-05-09T06:29:21.637Z,Tablet102,Suggested,,"{""score"":{""raw"":0}}"
1015,2023-05-09 06:29:22.903000+00:00,2023-05-09T06:29:22.903Z,Teacher,Assigned,5.8;AR4Education,
1014,2023-05-09 06:29:22.904000+00:00,2023-05-09T06:29:22.904Z,AR4Education,Sent,"(0.34989774227142334,_0.35041794180870056, 0.06912925839424133), (40.48, 11.18) 23",
1013,2023-05-09 06:29:22.915000+00:00,2023-05-09T06:29:22.915Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_AR4Education"",""name"":""Earth"",""screenshot"":"""",""px"":0.34989774227142334,""py"":0.35041794180870056,""pz"":0.06912925839424133,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.883862316608429,""ry"":0.11035602539777756,""rz"":0.3705826699733734,""time_left"":23.145530700683594}",
1012,2023-05-09 06:29:25.858000+00:00,2023-05-09T06:29:25.858Z,Teacher,Asked,0/4,
1011,2023-05-09 06:29:28.397000+00:00,2023-05-09T06:29:28.397Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1010,2023-05-09 06:29:32.571000+00:00,2023-05-09T06:29:32.571Z,Tablet102,Accepted,4,"{""score"":{""raw"":0}}"
1009,2023-05-09 06:29:32.927000+00:00,2023-05-09T06:29:32.927Z,Teacher,Set Turn,Tablet102,
1008,2023-05-09 06:29:35.856000+00:00,2023-05-09T06:29:35.856Z,AR4Education,Swiped,Left,"{""score"":{""raw"":0}}"
1007,2023-05-09 06:29:36.661000+00:00,2023-05-09T06:29:36.661Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1006,2023-05-09 06:29:38.001000+00:00,2023-05-09T06:29:38.001Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1005,2023-05-09 06:29:38.054000+00:00,2023-05-09T06:29:38.054Z,iphone102,Suggested,oceania|NOK,"{""score"":{""raw"":0}}"
1004,2023-05-09 06:29:38.089000+00:00,2023-05-09T06:29:38.089Z,Android102,Suggested,asia|OK,"{""score"":{""raw"":0}}"
1003,2023-05-09 06:29:38.782000+00:00,2023-05-09T06:29:38.782Z,Android104,Swiped,Left,"{""score"":{""raw"":0}}"
1002,2023-05-09 06:29:40.380000+00:00,2023-05-09T06:29:40.380Z,Tablet101,Suggested,asia|OK,"{""score"":{""raw"":0}}"
1001,2023-05-09 06:29:40.808000+00:00,2023-05-09T06:29:40.808Z,pc010,Suggested,asia|OK,
1000,2023-05-09 06:29:41.399000+00:00,2023-05-09T06:29:41.399Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
999,2023-05-09 06:29:42.457000+00:00,2023-05-09T06:29:42.457Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
998,2023-05-09 06:29:42.872000+00:00,2023-05-09T06:29:42.872Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
997,2023-05-09 06:29:44.090000+00:00,2023-05-09T06:29:44.090Z,iPad101,Suggested,asia|OK,"{""score"":{""raw"":0}}"
996,2023-05-09 06:29:45.573000+00:00,2023-05-09T06:29:45.573Z,Android101,Suggested,asia|OK,"{""score"":{""raw"":0}}"
995,2023-05-09 06:29:46.285000+00:00,2023-05-09T06:29:46.285Z,AR4Education,Suggested,asia|OK,"{""score"":{""raw"":0}}"
994,2023-05-09 06:29:48.601000+00:00,2023-05-09T06:29:48.601Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
993,2023-05-09 06:29:53.489000+00:00,2023-05-09T06:29:53.489Z,Tablet102,Swiped,Left,"{""score"":{""raw"":0}}"
992,2023-05-09 06:29:54.391000+00:00,2023-05-09T06:29:54.391Z,Tablet102,Swiped,Right,"{""score"":{""raw"":0}}"
