,timestamp,stored,actor,verb,object,result
1148,2023-05-10 06:17:51.390000+00:00,2023-05-10T06:17:51.390Z,Android202,Swiped,Left,"{""score"":{""raw"":0}}"
1147,2023-05-10 06:17:51.877000+00:00,2023-05-10T06:17:51.877Z,PC029,Logged In,Xabier_Zubiri Manteo,
1146,2023-05-10 06:17:54.143000+00:00,2023-05-10T06:17:54.143Z,PC024,Logged In,Xabier_Zubiri Manteo,
1145,2023-05-10 06:17:56.756000+00:00,2023-05-10T06:17:56.756Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1144,2023-05-10 06:17:58.498000+00:00,2023-05-10T06:17:58.498Z,Android202,Swiped,Left,"{""score"":{""raw"":0}}"
1143,2023-05-10 06:17:59.281000+00:00,2023-05-10T06:17:59.281Z,IPhone202,Swiped,Left,"{""score"":{""raw"":0}}"
1142,2023-05-10 06:17:59.643000+00:00,2023-05-10T06:17:59.643Z,IPhone202,Swiped,Right,"{""score"":{""raw"":0}}"
1141,2023-05-10 06:18:01.523000+00:00,2023-05-10T06:18:01.523Z,Android204,Swiped,Right,"{""score"":{""raw"":0}}"
1140,2023-05-10 06:18:02.176000+00:00,2023-05-10T06:18:02.176Z,Android204,Swiped,Right,"{""score"":{""raw"":0}}"
1139,2023-05-10 06:18:02.662000+00:00,2023-05-10T06:18:02.662Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
1138,2023-05-10 06:18:02.802000+00:00,2023-05-10T06:18:02.802Z,mario,Logged In,Xabier_Zubiri Manteo,
1137,2023-05-10 06:18:03.059000+00:00,2023-05-10T06:18:03.059Z,Android204,Swiped,Right,"{""score"":{""raw"":0}}"
1136,2023-05-10 06:18:03.432000+00:00,2023-05-10T06:18:03.432Z,iPhone201,Swiped,Right,"{""score"":{""raw"":0}}"
1135,2023-05-10 06:18:04.019000+00:00,2023-05-10T06:18:04.019Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
1134,2023-05-10 06:18:05.082000+00:00,2023-05-10T06:18:05.082Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1133,2023-05-10 06:18:08.671000+00:00,2023-05-10T06:18:08.671Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1132,2023-05-10 06:18:12.026000+00:00,2023-05-10T06:18:12.026Z,Android201,Placed,Earth,"{""score"":{""raw"":0}}"
1131,2023-05-10 06:18:12.177000+00:00,2023-05-10T06:18:12.177Z,mario,Logged Out,Xabier_Zubiri Manteo,
1130,2023-05-10 06:18:12.378000+00:00,2023-05-10T06:18:12.378Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1129,2023-05-10 06:18:15.908000+00:00,2023-05-10T06:18:15.908Z,Android202,Swiped,Left,"{""score"":{""raw"":0}}"
1128,2023-05-10 06:18:16.118000+00:00,2023-05-10T06:18:16.118Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1127,2023-05-10 06:18:16.648000+00:00,2023-05-10T06:18:16.648Z,Tablet201,Swiped,Left,"{""score"":{""raw"":0}}"
1126,2023-05-10 06:18:16.818000+00:00,2023-05-10T06:18:16.818Z,Tablet202,Swiped,Right,"{""score"":{""raw"":0}}"
1125,2023-05-10 06:18:17.758000+00:00,2023-05-10T06:18:17.758Z,Tablet202,Swiped,Left,"{""score"":{""raw"":0}}"
1124,2023-05-10 06:18:17.964000+00:00,2023-05-10T06:18:17.964Z,Tablet202,Swiped,Right,"{""score"":{""raw"":0}}"
1123,2023-05-10 06:18:18.512000+00:00,2023-05-10T06:18:18.512Z,Android203,Placed,Earth,"{""score"":{""raw"":0}}"
1122,2023-05-10 06:18:21.966000+00:00,2023-05-10T06:18:21.966Z,Android203,Logged Out,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1121,2023-05-10 06:18:22.080000+00:00,2023-05-10T06:18:22.080Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1120,2023-05-10 06:18:22.354000+00:00,2023-05-10T06:18:22.354Z,PC023,Logged In,Xabier_Zubiri Manteo,
1119,2023-05-10 06:18:24.247000+00:00,2023-05-10T06:18:24.247Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1118,2023-05-10 06:18:24.651000+00:00,2023-05-10T06:18:24.651Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1117,2023-05-10 06:18:26.400000+00:00,2023-05-10T06:18:26.400Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
1116,2023-05-10 06:18:26.583000+00:00,2023-05-10T06:18:26.583Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1115,2023-05-10 06:18:27.199000+00:00,2023-05-10T06:18:27.199Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
1114,2023-05-10 06:18:27.496000+00:00,2023-05-10T06:18:27.496Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1113,2023-05-10 06:18:31.818000+00:00,2023-05-10T06:18:31.818Z,Android201,Placed,Earth,"{""score"":{""raw"":0}}"
1112,2023-05-10 06:18:33.419000+00:00,2023-05-10T06:18:33.419Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1111,2023-05-10 06:18:37.075000+00:00,2023-05-10T06:18:37.075Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1110,2023-05-10 06:18:37.320000+00:00,2023-05-10T06:18:37.320Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
1109,2023-05-10 06:18:37.933000+00:00,2023-05-10T06:18:37.933Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1108,2023-05-10 06:18:40.452000+00:00,2023-05-10T06:18:40.452Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1107,2023-05-10 06:18:42.033000+00:00,2023-05-10T06:18:42.033Z,PC026,Logged In,Xabier_Zubiri Manteo,
1106,2023-05-10 06:18:44.487000+00:00,2023-05-10T06:18:44.487Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1105,2023-05-10 06:18:47.266000+00:00,2023-05-10T06:18:47.266Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1104,2023-05-10 06:18:47.297000+00:00,2023-05-10T06:18:47.297Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1103,2023-05-10 06:18:47.912000+00:00,2023-05-10T06:18:47.912Z,PC022,Logged In,Xabier_Zubiri Manteo,
1102,2023-05-10 06:18:50.554000+00:00,2023-05-10T06:18:50.554Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1101,2023-05-10 06:18:51.006000+00:00,2023-05-10T06:18:51.006Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1100,2023-05-10 06:18:54.156000+00:00,2023-05-10T06:18:54.156Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
1099,2023-05-10 06:18:54.646000+00:00,2023-05-10T06:18:54.646Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
1098,2023-05-10 06:18:54.738000+00:00,2023-05-10T06:18:54.738Z,android203,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1097,2023-05-10 06:18:55.327000+00:00,2023-05-10T06:18:55.327Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1096,2023-05-10 06:18:56.215000+00:00,2023-05-10T06:18:56.215Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1095,2023-05-10 06:18:57.435000+00:00,2023-05-10T06:18:57.435Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1094,2023-05-10 06:18:58.010000+00:00,2023-05-10T06:18:58.010Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1093,2023-05-10 06:18:59.766000+00:00,2023-05-10T06:18:59.766Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1092,2023-05-10 06:19:00.870000+00:00,2023-05-10T06:19:00.870Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1091,2023-05-10 06:19:07.251000+00:00,2023-05-10T06:19:07.251Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1090,2023-05-10 06:19:07.553000+00:00,2023-05-10T06:19:07.553Z,Android202,Swiped,Left,"{""score"":{""raw"":0}}"
1089,2023-05-10 06:19:09.407000+00:00,2023-05-10T06:19:09.407Z,android203,Placed,Earth,"{""score"":{""raw"":0}}"
1088,2023-05-10 06:19:14.786000+00:00,2023-05-10T06:19:14.786Z,Android204,Swiped,Left,"{""score"":{""raw"":0}}"
1087,2023-05-10 06:19:15.403000+00:00,2023-05-10T06:19:15.403Z,IPhone202,Placed,Earth,"{""score"":{""raw"":0}}"
1086,2023-05-10 06:19:15.572000+00:00,2023-05-10T06:19:15.572Z,IPhone202,Swiped,Right,"{""score"":{""raw"":0}}"
1085,2023-05-10 06:19:16.474000+00:00,2023-05-10T06:19:16.474Z,Android204,Swiped,Left,"{""score"":{""raw"":0}}"
1084,2023-05-10 06:19:16.958000+00:00,2023-05-10T06:19:16.958Z,Android204,Swiped,Left,"{""score"":{""raw"":0}}"
1083,2023-05-10 06:19:28.707000+00:00,2023-05-10T06:19:28.707Z,android203,Placed,Earth,"{""score"":{""raw"":0}}"
1082,2023-05-10 06:19:32.931000+00:00,2023-05-10T06:19:32.931Z,Android201,Placed,Earth,"{""score"":{""raw"":0}}"
1081,2023-05-10 06:19:47.665000+00:00,2023-05-10T06:19:47.665Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1080,2023-05-10 06:19:49.806000+00:00,2023-05-10T06:19:49.806Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1079,2023-05-10 06:19:51.147000+00:00,2023-05-10T06:19:51.147Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1078,2023-05-10 06:19:51.546000+00:00,2023-05-10T06:19:51.546Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1077,2023-05-10 06:19:52.685000+00:00,2023-05-10T06:19:52.685Z,android203,Placed,Earth,"{""score"":{""raw"":0}}"
1076,2023-05-10 06:19:53.087000+00:00,2023-05-10T06:19:53.087Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1075,2023-05-10 06:19:55.410000+00:00,2023-05-10T06:19:55.410Z,PC021,Logged In,Xabier_Zubiri Manteo,
1074,2023-05-10 06:19:55.886000+00:00,2023-05-10T06:19:55.886Z,IPhone202,Placed,Earth,"{""score"":{""raw"":0}}"
1073,2023-05-10 06:19:56.259000+00:00,2023-05-10T06:19:56.259Z,android203,Swiped,Left,"{""score"":{""raw"":0}}"
1072,2023-05-10 06:19:56.691000+00:00,2023-05-10T06:19:56.691Z,PC026,Logged In,Xabier_Zubiri Manteo,
1071,2023-05-10 06:19:57.626000+00:00,2023-05-10T06:19:57.626Z,Android202,Placed,Earth,"{""score"":{""raw"":0}}"
1070,2023-05-10 06:19:58.023000+00:00,2023-05-10T06:19:58.023Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1069,2023-05-10 06:19:58.059000+00:00,2023-05-10T06:19:58.059Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1068,2023-05-10 06:19:58.201000+00:00,2023-05-10T06:19:58.201Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1067,2023-05-10 06:20:00.871000+00:00,2023-05-10T06:20:00.871Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1066,2023-05-10 06:20:01.043000+00:00,2023-05-10T06:20:01.043Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
1065,2023-05-10 06:20:02.245000+00:00,2023-05-10T06:20:02.245Z,android203,Swiped,Right,"{""score"":{""raw"":0}}"
1064,2023-05-10 06:20:02.632000+00:00,2023-05-10T06:20:02.632Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1063,2023-05-10 06:20:02.822000+00:00,2023-05-10T06:20:02.822Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
1062,2023-05-10 06:20:03.287000+00:00,2023-05-10T06:20:03.287Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1061,2023-05-10 06:20:04.507000+00:00,2023-05-10T06:20:04.507Z,IPhone202,Swiped,Right,"{""score"":{""raw"":0}}"
1060,2023-05-10 06:20:05.046000+00:00,2023-05-10T06:20:05.046Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
1059,2023-05-10 06:20:20.657000+00:00,2023-05-10T06:20:20.657Z,android203,Placed,Earth,"{""score"":{""raw"":0}}"
1058,2023-05-10 06:20:21.014000+00:00,2023-05-10T06:20:21.014Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1057,2023-05-10 06:20:23.351000+00:00,2023-05-10T06:20:23.351Z,PC026,Logged In,Xabier_Zubiri Manteo,
1056,2023-05-10 06:20:25.046000+00:00,2023-05-10T06:20:25.046Z,Tablet202,Placed,Earth,"{""score"":{""raw"":0}}"
1055,2023-05-10 06:20:33.206000+00:00,2023-05-10T06:20:33.206Z,Tablet202,Placed,Earth,"{""score"":{""raw"":0}}"
1054,2023-05-10 06:20:44.425000+00:00,2023-05-10T06:20:44.425Z,Tablet202,Logged Out,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1053,2023-05-10 06:20:44.578000+00:00,2023-05-10T06:20:44.578Z,android203,Placed,Earth,"{""score"":{""raw"":0}}"
1052,2023-05-10 06:20:44.893000+00:00,2023-05-10T06:20:44.893Z,Android202,Logged Out,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1051,2023-05-10 06:20:45.655000+00:00,2023-05-10T06:20:45.655Z,PC023,Logged Out,Xabier_Zubiri Manteo,
1050,2023-05-10 06:20:45.797000+00:00,2023-05-10T06:20:45.797Z,PC024,Logged Out,Xabier_Zubiri Manteo,
1049,2023-05-10 06:20:46.008000+00:00,2023-05-10T06:20:46.008Z,PC028,Logged Out,Xabier_Zubiri Manteo,
1048,2023-05-10 06:20:46.560000+00:00,2023-05-10T06:20:46.560Z,Tablet201,Logged Out,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1047,2023-05-10 06:20:46.910000+00:00,2023-05-10T06:20:46.910Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1046,2023-05-10 06:20:48.365000+00:00,2023-05-10T06:20:48.365Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
1045,2023-05-10 06:20:48.545000+00:00,2023-05-10T06:20:48.545Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
1044,2023-05-10 06:20:51.562000+00:00,2023-05-10T06:20:51.562Z,Android204,Logged Out,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1043,2023-05-10 06:21:16.882000+00:00,2023-05-10T06:21:16.882Z,Teacher,Logged In,Xabier_Zubiri Manteo,
1042,2023-05-10 06:21:29.577000+00:00,2023-05-10T06:21:29.577Z,Teacher,Logged In,Xabier_Zubiri Manteo,
1041,2023-05-10 06:21:36.980000+00:00,2023-05-10T06:21:36.980Z,PC023,Logged In,Xabier_Zubiri Manteo,
1040,2023-05-10 06:21:37.880000+00:00,2023-05-10T06:21:37.880Z,PC026,Logged In,Xabier_Zubiri Manteo,
1039,2023-05-10 06:21:38.110000+00:00,2023-05-10T06:21:38.110Z,PC025,Logged In,Xabier_Zubiri Manteo,
1038,2023-05-10 06:21:38.275000+00:00,2023-05-10T06:21:38.275Z,PC024,Logged In,Xabier_Zubiri Manteo,
1037,2023-05-10 06:21:39.642000+00:00,2023-05-10T06:21:39.642Z,Android204,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1036,2023-05-10 06:21:40.147000+00:00,2023-05-10T06:21:40.147Z,PC028,Logged In,Xabier_Zubiri Manteo,
1035,2023-05-10 06:21:40.198000+00:00,2023-05-10T06:21:40.198Z,Tablet201,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1034,2023-05-10 06:21:40.803000+00:00,2023-05-10T06:21:40.803Z,iPhone201,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1033,2023-05-10 06:21:41.429000+00:00,2023-05-10T06:21:41.429Z,PC022,Logged In,Xabier_Zubiri Manteo,
1032,2023-05-10 06:21:46.671000+00:00,2023-05-10T06:21:46.671Z,iPad202,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1031,2023-05-10 06:21:47.628000+00:00,2023-05-10T06:21:47.628Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
1030,2023-05-10 06:21:50.729000+00:00,2023-05-10T06:21:50.729Z,PC021,Logged In,Xabier_Zubiri Manteo,
1029,2023-05-10 06:21:51.201000+00:00,2023-05-10T06:21:51.201Z,PC029,Logged In,Xabier_Zubiri Manteo,
1028,2023-05-10 06:21:52.728000+00:00,2023-05-10T06:21:52.728Z,Android201,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1027,2023-05-10 06:21:56.484000+00:00,2023-05-10T06:21:56.484Z,Android202,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1026,2023-05-10 06:21:59.018000+00:00,2023-05-10T06:21:59.018Z,Iphone202,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1025,2023-05-10 06:22:00.179000+00:00,2023-05-10T06:22:00.179Z,Android201,Placed,Earth,"{""score"":{""raw"":0}}"
1024,2023-05-10 06:22:02.372000+00:00,2023-05-10T06:22:02.372Z,Android202,Placed,Earth,"{""score"":{""raw"":0}}"
1023,2023-05-10 06:22:03.604000+00:00,2023-05-10T06:22:03.604Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1022,2023-05-10 06:22:03.868000+00:00,2023-05-10T06:22:03.868Z,PC011,Logged In,Xabier_Zubiri Manteo,
1021,2023-05-10 06:22:03.936000+00:00,2023-05-10T06:22:03.936Z,Iphone202,Placed,Earth,"{""score"":{""raw"":0}}"
1020,2023-05-10 06:22:04.332000+00:00,2023-05-10T06:22:04.332Z,Iphone202,Swiped,Right,"{""score"":{""raw"":0}}"
1019,2023-05-10 06:22:07.397000+00:00,2023-05-10T06:22:07.397Z,Iphone202,Placed,Earth,"{""score"":{""raw"":0}}"
1018,2023-05-10 06:22:08.002000+00:00,2023-05-10T06:22:08.002Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1017,2023-05-10 06:22:10.287000+00:00,2023-05-10T06:22:10.287Z,Iphone202,Placed,Earth,"{""score"":{""raw"":0}}"
1016,2023-05-10 06:22:10.323000+00:00,2023-05-10T06:22:10.323Z,Tablet201,Placed,Earth,"{""score"":{""raw"":0}}"
1015,2023-05-10 06:22:12.966000+00:00,2023-05-10T06:22:12.966Z,Tablet201,Swiped,Left,"{""score"":{""raw"":0}}"
1014,2023-05-10 06:22:13.165000+00:00,2023-05-10T06:22:13.165Z,Tablet201,Swiped,Right,"{""score"":{""raw"":0}}"
1013,2023-05-10 06:22:13.241000+00:00,2023-05-10T06:22:13.241Z,Iphone202,Swiped,Left,"{""score"":{""raw"":0}}"
1012,2023-05-10 06:22:18.031000+00:00,2023-05-10T06:22:18.031Z,Tablet202,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1011,2023-05-10 06:22:33.693000+00:00,2023-05-10T06:22:33.693Z,Android203,Logged In,Xabier Zubiri Manteo,"{""score"":{""raw"":0}}"
1010,2023-05-10 06:22:45.646000+00:00,2023-05-10T06:22:45.646Z,Tablet202,Swiped,Left,"{""score"":{""raw"":0}}"
1009,2023-05-10 06:22:46.930000+00:00,2023-05-10T06:22:46.930Z,Tablet202,Placed,Earth,"{""score"":{""raw"":0}}"
1008,2023-05-10 06:22:50.106000+00:00,2023-05-10T06:22:50.106Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1007,2023-05-10 06:22:51.771000+00:00,2023-05-10T06:22:51.771Z,Android202,Placed,Earth,"{""score"":{""raw"":0}}"
1006,2023-05-10 06:22:51.847000+00:00,2023-05-10T06:22:51.847Z,Android203,Placed,Earth,"{""score"":{""raw"":0}}"
1005,2023-05-10 06:22:52.326000+00:00,2023-05-10T06:22:52.326Z,Android204,Placed,Earth,"{""score"":{""raw"":0}}"
1004,2023-05-10 06:22:53.636000+00:00,2023-05-10T06:22:53.636Z,iPad202,Placed,Earth,"{""score"":{""raw"":0}}"
1003,2023-05-10 06:22:53.892000+00:00,2023-05-10T06:22:53.892Z,Android202,Swiped,Left,"{""score"":{""raw"":0}}"
1002,2023-05-10 06:22:54.072000+00:00,2023-05-10T06:22:54.072Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1001,2023-05-10 06:23:01.778000+00:00,2023-05-10T06:23:01.778Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
1000,2023-05-10 06:23:02.031000+00:00,2023-05-10T06:23:02.031Z,Android202,Swiped,Right,"{""score"":{""raw"":0}}"
999,2023-05-10 06:23:04.252000+00:00,2023-05-10T06:23:04.252Z,Android203,Placed,Earth,"{""score"":{""raw"":0}}"
998,2023-05-10 06:23:13.485000+00:00,2023-05-10T06:23:13.485Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
997,2023-05-10 06:23:29.843000+00:00,2023-05-10T06:23:29.843Z,iPhone201,Placed,Earth,"{""score"":{""raw"":0}}"
996,2023-05-10 06:23:30.146000+00:00,2023-05-10T06:23:30.146Z,Android204,Swiped,Left,"{""score"":{""raw"":0}}"
995,2023-05-10 06:23:30.317000+00:00,2023-05-10T06:23:30.317Z,Android204,Swiped,Right,"{""score"":{""raw"":0}}"
994,2023-05-10 06:24:16.251000+00:00,2023-05-10T06:24:16.251Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
993,2023-05-10 06:24:20.557000+00:00,2023-05-10T06:24:20.557Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
992,2023-05-10 06:24:21.730000+00:00,2023-05-10T06:24:21.730Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
991,2023-05-10 06:24:23.076000+00:00,2023-05-10T06:24:23.076Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
990,2023-05-10 06:24:23.231000+00:00,2023-05-10T06:24:23.231Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
989,2023-05-10 06:24:24.360000+00:00,2023-05-10T06:24:24.360Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
988,2023-05-10 06:24:24.547000+00:00,2023-05-10T06:24:24.547Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
987,2023-05-10 06:24:26.245000+00:00,2023-05-10T06:24:26.245Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
986,2023-05-10 06:24:26.413000+00:00,2023-05-10T06:24:26.413Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
985,2023-05-10 06:24:45.352000+00:00,2023-05-10T06:24:45.352Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
984,2023-05-10 06:24:45.970000+00:00,2023-05-10T06:24:45.970Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
983,2023-05-10 06:25:01.432000+00:00,2023-05-10T06:25:01.432Z,Tablet202,Placed,Earth,"{""score"":{""raw"":0}}"
982,2023-05-10 06:25:03.551000+00:00,2023-05-10T06:25:03.551Z,Teacher,Started,capitals,
981,2023-05-10 06:25:03.581000+00:00,2023-05-10T06:25:03.581Z,Teacher,Asked,2/0,
980,2023-05-10 06:25:07.426000+00:00,2023-05-10T06:25:07.426Z,Teacher,Set Turn,Android204,
979,2023-05-10 06:25:08.783000+00:00,2023-05-10T06:25:08.783Z,Android204,Accepted,0,"{""score"":{""raw"":0}}"
978,2023-05-10 06:25:15.446000+00:00,2023-05-10T06:25:15.446Z,Android203,Suggested,europe|OK,"{""score"":{""raw"":0}}"
977,2023-05-10 06:25:15.926000+00:00,2023-05-10T06:25:15.926Z,PC025,Suggested,europe|OK,
976,2023-05-10 06:25:16.824000+00:00,2023-05-10T06:25:16.824Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
975,2023-05-10 06:25:17.842000+00:00,2023-05-10T06:25:17.842Z,PC029,Suggested,europe|OK,
974,2023-05-10 06:25:18.619000+00:00,2023-05-10T06:25:18.619Z,PC021,Suggested,europe|OK,
973,2023-05-10 06:25:20.227000+00:00,2023-05-10T06:25:20.227Z,Android204,Swiped,Right,"{""score"":{""raw"":0}}"
972,2023-05-10 06:25:21.667000+00:00,2023-05-10T06:25:21.667Z,iPhone201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
971,2023-05-10 06:25:23.042000+00:00,2023-05-10T06:25:23.042Z,PC028,Suggested,europe|OK,
970,2023-05-10 06:25:23.725000+00:00,2023-05-10T06:25:23.725Z,PC024,Suggested,europe|OK,
969,2023-05-10 06:25:27.666000+00:00,2023-05-10T06:25:27.666Z,Android201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
968,2023-05-10 06:25:28.542000+00:00,2023-05-10T06:25:28.542Z,Tablet202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
967,2023-05-10 06:25:29.208000+00:00,2023-05-10T06:25:29.208Z,PC026,Suggested,europe|OK,
966,2023-05-10 06:25:30.560000+00:00,2023-05-10T06:25:30.560Z,Android204,Placed,"(0.3149859783622918,_0.3879537021854772, 0.016606440042624532), (50.89, 3.02)",
965,2023-05-10 06:25:30.631000+00:00,2023-05-10T06:25:30.631Z,iPad202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
964,2023-05-10 06:25:32.593000+00:00,2023-05-10T06:25:32.593Z,Android204,Sent,"(0.27889078855514526,_0.414733350276947, 0.014703458175063133), (50.89, 3.02) 19",
963,2023-05-10 06:25:32.607000+00:00,2023-05-10T06:25:32.607Z,Teacher,Assigned,7.72;Android204,
962,2023-05-10 06:25:32.616000+00:00,2023-05-10T06:25:32.616Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Android204"",""name"":""Earth"",""screenshot"":"""",""px"":0.27889078855514526,""py"":0.414733350276947,""pz"":0.014703458175063133,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.8957507610321045,""ry"":0.10415270179510117,""rz"":0.29857584834098816,""time_left"":18.9307804107666}",
961,2023-05-10 06:25:35.710000+00:00,2023-05-10T06:25:35.710Z,Teacher,Asked,2/1,
960,2023-05-10 06:25:36.890000+00:00,2023-05-10T06:25:36.890Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
959,2023-05-10 06:25:37.433000+00:00,2023-05-10T06:25:37.433Z,Tablet201,Swiped,Right,"{""score"":{""raw"":0}}"
958,2023-05-10 06:25:40.670000+00:00,2023-05-10T06:25:40.670Z,Tablet201,Accepted,1,"{""score"":{""raw"":0}}"
957,2023-05-10 06:25:40.950000+00:00,2023-05-10T06:25:40.950Z,Teacher,Set Turn,Tablet201,
956,2023-05-10 06:25:43.765000+00:00,2023-05-10T06:25:43.765Z,Android203,Suggested,europe|OK,"{""score"":{""raw"":0}}"
955,2023-05-10 06:25:43.931000+00:00,2023-05-10T06:25:43.931Z,PC029,Suggested,europe|OK,
954,2023-05-10 06:25:44.362000+00:00,2023-05-10T06:25:44.362Z,PC028,Suggested,europe|OK,
953,2023-05-10 06:25:44.506000+00:00,2023-05-10T06:25:44.506Z,Tablet202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
952,2023-05-10 06:25:45.466000+00:00,2023-05-10T06:25:45.466Z,Android201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
951,2023-05-10 06:25:46.229000+00:00,2023-05-10T06:25:46.229Z,iPhone201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
950,2023-05-10 06:25:47.954000+00:00,2023-05-10T06:25:47.954Z,PC025,Suggested,europe|OK,
