,timestamp,stored,actor,verb,object,result
949,2023-05-10 06:25:48.343000+00:00,2023-05-10T06:25:48.343Z,PC024,Suggested,europe|OK,
948,2023-05-10 06:25:49.957000+00:00,2023-05-10T06:25:49.957Z,Iphone202,Swiped,Right,"{""score"":{""raw"":0}}"
947,2023-05-10 06:25:50.154000+00:00,2023-05-10T06:25:50.154Z,Iphone202,Swiped,Left,"{""score"":{""raw"":0}}"
946,2023-05-10 06:25:50.465000+00:00,2023-05-10T06:25:50.465Z,Android204,Suggested,europe|OK,"{""score"":{""raw"":0}}"
945,2023-05-10 06:25:53.392000+00:00,2023-05-10T06:25:53.392Z,PC026,Suggested,europe|OK,
944,2023-05-10 06:25:54.538000+00:00,2023-05-10T06:25:54.538Z,Android202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
943,2023-05-10 06:25:56.952000+00:00,2023-05-10T06:25:56.952Z,Tablet201,Placed,"(0.3523184624749158,_0.3447815644684862, 0.08365030285922177), (43.60, 13.36)",
942,2023-05-10 06:25:58.426000+00:00,2023-05-10T06:25:58.426Z,PC023,Suggested,up|,
941,2023-05-10 06:25:58.806000+00:00,2023-05-10T06:25:58.806Z,PC029,Suggested,up|,
940,2023-05-10 06:25:59.116000+00:00,2023-05-10T06:25:59.116Z,Android201,Suggested,,"{""score"":{""raw"":0}}"
939,2023-05-10 06:25:59.125000+00:00,2023-05-10T06:25:59.125Z,Teacher,Assigned,8.72;Tablet201,
938,2023-05-10 06:25:59.129000+00:00,2023-05-10T06:25:59.129Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Tablet201"",""name"":""Earth"",""screenshot"":"""",""px"":0.32799288630485535,""py"":0.3692643940448761,""pz"":0.07787472754716873,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.783080518245697,""ry"":0.14320187270641327,""rz"":0.5726529359817505,""time_left"":24.066633224487305}",
937,2023-05-10 06:25:59.131000+00:00,2023-05-10T06:25:59.131Z,Tablet201,Sent,"(0.32799288630485535,_0.3692643940448761, 0.07787472754716873), (43.60, 13.36) 24",
936,2023-05-10 06:25:59.823000+00:00,2023-05-10T06:25:59.823Z,Tablet202,Swiped,Left,"{""score"":{""raw"":0}}"
935,2023-05-10 06:26:00.309000+00:00,2023-05-10T06:26:00.309Z,Tablet202,Swiped,Right,"{""score"":{""raw"":0}}"
934,2023-05-10 06:26:02.062000+00:00,2023-05-10T06:26:02.062Z,Tablet202,Swiped,Right,"{""score"":{""raw"":0}}"
933,2023-05-10 06:26:02.246000+00:00,2023-05-10T06:26:02.246Z,Teacher,Asked,2/2,
932,2023-05-10 06:26:04.585000+00:00,2023-05-10T06:26:04.585Z,iPhone201,Accepted,2,"{""score"":{""raw"":0}}"
931,2023-05-10 06:26:04.848000+00:00,2023-05-10T06:26:04.848Z,Teacher,Set Turn,iPhone201,
930,2023-05-10 06:26:06.726000+00:00,2023-05-10T06:26:06.726Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
929,2023-05-10 06:26:06.817000+00:00,2023-05-10T06:26:06.817Z,PC029,Suggested,europe|OK,
928,2023-05-10 06:26:07.225000+00:00,2023-05-10T06:26:07.225Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
927,2023-05-10 06:26:07.290000+00:00,2023-05-10T06:26:07.290Z,PC028,Suggested,europe|OK,
926,2023-05-10 06:26:08.094000+00:00,2023-05-10T06:26:08.094Z,PC024,Suggested,europe|OK,
925,2023-05-10 06:26:08.305000+00:00,2023-05-10T06:26:08.305Z,Android203,Suggested,europe|OK,"{""score"":{""raw"":0}}"
924,2023-05-10 06:26:08.380000+00:00,2023-05-10T06:26:08.380Z,PC025,Suggested,europe|OK,
923,2023-05-10 06:26:08.454000+00:00,2023-05-10T06:26:08.454Z,Tablet202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
922,2023-05-10 06:26:08.531000+00:00,2023-05-10T06:26:08.531Z,PC021,Suggested,europe|OK,
921,2023-05-10 06:26:08.746000+00:00,2023-05-10T06:26:08.746Z,PC011,Suggested,europe|OK,
920,2023-05-10 06:26:09.527000+00:00,2023-05-10T06:26:09.527Z,Android204,Suggested,europe|OK,"{""score"":{""raw"":0}}"
919,2023-05-10 06:26:09.965000+00:00,2023-05-10T06:26:09.965Z,Android201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
918,2023-05-10 06:26:10.687000+00:00,2023-05-10T06:26:10.687Z,PC023,Suggested,asia|NOK,
917,2023-05-10 06:26:11.292000+00:00,2023-05-10T06:26:11.292Z,iPhone201,Swiped,Right,"{""score"":{""raw"":0}}"
916,2023-05-10 06:26:12.166000+00:00,2023-05-10T06:26:12.166Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
915,2023-05-10 06:26:13.985000+00:00,2023-05-10T06:26:13.985Z,PC022,Suggested,europe|OK,
914,2023-05-10 06:26:15.664000+00:00,2023-05-10T06:26:15.664Z,PC026,Suggested,europe|OK,
913,2023-05-10 06:26:18.545000+00:00,2023-05-10T06:26:18.545Z,Tablet202,Swiped,Left,"{""score"":{""raw"":0}}"
912,2023-05-10 06:26:18.705000+00:00,2023-05-10T06:26:18.705Z,Tablet202,Swiped,Right,"{""score"":{""raw"":0}}"
911,2023-05-10 06:26:19.586000+00:00,2023-05-10T06:26:19.586Z,Android202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
910,2023-05-10 06:26:22.106000+00:00,2023-05-10T06:26:22.106Z,Iphone202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
909,2023-05-10 06:26:23.465000+00:00,2023-05-10T06:26:23.465Z,iPhone201,Placed,"(0.3724956380723774,_0.33224416657407946, -0.02933968228891927), (41.64, -4.50)",
908,2023-05-10 06:26:25.187000+00:00,2023-05-10T06:26:25.187Z,PC024,Suggested,up|,
907,2023-05-10 06:26:25.294000+00:00,2023-05-10T06:26:25.294Z,PC029,Suggested,up|,
906,2023-05-10 06:26:25.740000+00:00,2023-05-10T06:26:25.740Z,PC025,Suggested,up|,
905,2023-05-10 06:26:26.366000+00:00,2023-05-10T06:26:26.366Z,Iphone202,Suggested,,"{""score"":{""raw"":0}}"
904,2023-05-10 06:26:27.285000+00:00,2023-05-10T06:26:27.285Z,PC028,Suggested,up|,
903,2023-05-10 06:26:27.429000+00:00,2023-05-10T06:26:27.429Z,iPhone201,Sent,"(0.3484170436859131,_0.3575645983219147, -0.02744312770664692), (41.64, -4.50) 23",
902,2023-05-10 06:26:27.433000+00:00,2023-05-10T06:26:27.433Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_iPhone201"",""name"":""Earth"",""screenshot"":"""",""px"":0.3484170436859131,""py"":0.3575645983219147,""pz"":-0.02744312770664692,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.8048884272575378,""ry"":-0.07688920199871063,""rz"":0.5786217451095581,""time_left"":23.432533264160156}",
901,2023-05-10 06:26:27.439000+00:00,2023-05-10T06:26:27.439Z,Teacher,Assigned,9.15;iPhone201,
900,2023-05-10 06:26:30.527000+00:00,2023-05-10T06:26:30.527Z,Teacher,Asked,2/3,
899,2023-05-10 06:26:34.640000+00:00,2023-05-10T06:26:34.640Z,iPad202,Accepted,3,"{""score"":{""raw"":0}}"
898,2023-05-10 06:26:34.867000+00:00,2023-05-10T06:26:34.867Z,Teacher,Set Turn,iPad202,
897,2023-05-10 06:26:36.532000+00:00,2023-05-10T06:26:36.532Z,PC029,Suggested,europe|OK,
896,2023-05-10 06:26:37.604000+00:00,2023-05-10T06:26:37.604Z,PC011,Suggested,europe|OK,
895,2023-05-10 06:26:38.347000+00:00,2023-05-10T06:26:38.347Z,Android204,Suggested,europe|OK,"{""score"":{""raw"":0}}"
894,2023-05-10 06:26:38.379000+00:00,2023-05-10T06:26:38.379Z,PC023,Suggested,europe|OK,
893,2023-05-10 06:26:38.705000+00:00,2023-05-10T06:26:38.705Z,Android203,Suggested,europe|OK,"{""score"":{""raw"":0}}"
892,2023-05-10 06:26:39.341000+00:00,2023-05-10T06:26:39.341Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
891,2023-05-10 06:26:40.405000+00:00,2023-05-10T06:26:40.405Z,PC024,Suggested,europe|OK,
890,2023-05-10 06:26:42.978000+00:00,2023-05-10T06:26:42.978Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
889,2023-05-10 06:26:43.104000+00:00,2023-05-10T06:26:43.104Z,Tablet202,Suggested,europe|OK,"{""score"":{""raw"":0}}"
888,2023-05-10 06:26:43.917000+00:00,2023-05-10T06:26:43.917Z,iPad202,Swiped,Left,"{""score"":{""raw"":0}}"
887,2023-05-10 06:26:44.185000+00:00,2023-05-10T06:26:44.185Z,iPad202,Swiped,Right,"{""score"":{""raw"":0}}"
886,2023-05-10 06:26:44.319000+00:00,2023-05-10T06:26:44.319Z,Android201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
885,2023-05-10 06:26:44.968000+00:00,2023-05-10T06:26:44.968Z,PC026,Suggested,europe|OK,
884,2023-05-10 06:26:45.125000+00:00,2023-05-10T06:26:45.125Z,PC022,Suggested,europe|OK,
883,2023-05-10 06:26:46.863000+00:00,2023-05-10T06:26:46.863Z,PC021,Suggested,europe|OK,
882,2023-05-10 06:26:54.766000+00:00,2023-05-10T06:26:54.766Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
881,2023-05-10 06:26:57.167000+00:00,2023-05-10T06:26:57.167Z,PC028,Suggested,europe|OK,
880,2023-05-10 06:26:59.522000+00:00,2023-05-10T06:26:59.522Z,iPad202,Placed,"(0.2602956094172483,_0.3958613347230232, 0.15981238575258827), (52.35, 31.55)",
879,2023-05-10 06:27:00.727000+00:00,2023-05-10T06:27:00.727Z,PC023,Suggested,up|,
878,2023-05-10 06:27:01.701000+00:00,2023-05-10T06:27:01.701Z,PC029,Suggested,down|,
877,2023-05-10 06:27:03.432000+00:00,2023-05-10T06:27:03.432Z,iPad202,Canceled,"(0.2602956094172483,_0.3958613347230232, 0.15981238575258827), (52.35, 31.55)",
876,2023-05-10 06:27:06.396000+00:00,2023-05-10T06:27:06.396Z,iPhone201,Suggested,europe|OK,"{""score"":{""raw"":0}}"
875,2023-05-10 06:27:23.746000+00:00,2023-05-10T06:27:23.746Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
874,2023-05-10 06:27:24.198000+00:00,2023-05-10T06:27:24.198Z,iPad202,Placed,"(0.2851400154349865,_0.3789983932662549, 0.15828935172331524), (49.29, 29.04)",
873,2023-05-10 06:27:25.440000+00:00,2023-05-10T06:27:25.440Z,iPad202,Sent,"(0.2542034387588501,_0.4067765176296234, 0.14111557602882385), (49.29, 29.04) 0",
872,2023-05-10 06:27:25.450000+00:00,2023-05-10T06:27:25.450Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_iPad202"",""name"":""Earth"",""screenshot"":"""",""px"":0.2542034387588501,""py"":0.4067765176296234,""pz"":0.14111557602882385,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":-0.7509520649909973,""ry"":-0.24020916223526,""rz"":-0.4961981177330017,""time_left"":0.2875174880027771}",
871,2023-05-10 06:27:25.459000+00:00,2023-05-10T06:27:25.459Z,Teacher,Assigned,5.8;iPad202,
870,2023-05-10 06:27:28.491000+00:00,2023-05-10T06:27:28.491Z,Teacher,Asked,2/4,
869,2023-05-10 06:27:29.549000+00:00,2023-05-10T06:27:29.549Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
868,2023-05-10 06:27:31.617000+00:00,2023-05-10T06:27:31.617Z,Android201,Accepted,4,"{""score"":{""raw"":0}}"
867,2023-05-10 06:27:31.826000+00:00,2023-05-10T06:27:31.826Z,Teacher,Set Turn,Android201,
866,2023-05-10 06:27:31.985000+00:00,2023-05-10T06:27:31.985Z,iPhone201,Swiped,Left,"{""score"":{""raw"":0}}"
865,2023-05-10 06:27:33.788000+00:00,2023-05-10T06:27:33.788Z,iPhone201,Swiped,Right,"{""score"":{""raw"":0}}"
864,2023-05-10 06:27:39.987000+00:00,2023-05-10T06:27:39.987Z,Tablet202,Suggested,asia|OK,"{""score"":{""raw"":0}}"
863,2023-05-10 06:27:40.625000+00:00,2023-05-10T06:27:40.625Z,iPhone201,Suggested,asia|OK,"{""score"":{""raw"":0}}"
862,2023-05-10 06:27:40.879000+00:00,2023-05-10T06:27:40.879Z,PC011,Suggested,asia|OK,
861,2023-05-10 06:27:41.022000+00:00,2023-05-10T06:27:41.022Z,PC021,Suggested,asia|OK,
860,2023-05-10 06:27:41.376000+00:00,2023-05-10T06:27:41.376Z,PC026,Suggested,asia|OK,
859,2023-05-10 06:27:41.773000+00:00,2023-05-10T06:27:41.773Z,PC029,Suggested,asia|OK,
858,2023-05-10 06:27:41.878000+00:00,2023-05-10T06:27:41.878Z,Android204,Suggested,asia|OK,"{""score"":{""raw"":0}}"
857,2023-05-10 06:27:43.308000+00:00,2023-05-10T06:27:43.308Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
856,2023-05-10 06:27:43.426000+00:00,2023-05-10T06:27:43.426Z,PC024,Suggested,asia|OK,
855,2023-05-10 06:27:44.395000+00:00,2023-05-10T06:27:44.395Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
854,2023-05-10 06:27:45.275000+00:00,2023-05-10T06:27:45.275Z,Android201,Swiped,Left,"{""score"":{""raw"":0}}"
853,2023-05-10 06:27:46.569000+00:00,2023-05-10T06:27:46.569Z,PC025,Suggested,asia|OK,
852,2023-05-10 06:27:53.638000+00:00,2023-05-10T06:27:53.638Z,Android203,Suggested,asia|OK,"{""score"":{""raw"":0}}"
851,2023-05-10 06:27:55.693000+00:00,2023-05-10T06:27:55.693Z,Android202,Suggested,asia|OK,"{""score"":{""raw"":0}}"
850,2023-05-10 06:27:58.502000+00:00,2023-05-10T06:27:58.502Z,Android201,Placed,"(-0.31126045831609866,_0.2994760604969392, 0.25185574962143414), (36.79, 141.02)",
849,2023-05-10 06:27:59.926000+00:00,2023-05-10T06:27:59.926Z,PC029,Suggested,up|,
